P -200, 700, -230, 0, 0, 0, 3, Original_Map:_Goodurden_<RoI>
P -200, 900, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -200, 1100, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -200, 1300, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P -200, 1500, 0, 0, 0, 0, 2, Height_Filter:_40/40
L -434.0132, -975.8493, -149.1172,  -434.0538, -997.4870, -149.1172,  0, 0, 0
L -429.0428, -997.4914, -149.1172,  -437.5005, -997.4839, -149.1172,  64, 64, 64
L -437.5005, -997.4839, -149.1172,  -437.5023, -1004.0739, -149.1172,  64, 64, 64
L -437.5023, -1004.0739, -149.1172,  -429.0356, -1004.0741, -149.1172,  64, 64, 64
L -429.0356, -1004.0741, -149.1172,  -429.0428, -997.4914, -149.1172,  64, 64, 64
L -429.0381, -1001.7781, -149.1172,  -421.5009, -1001.7257, -149.1172,  0, 0, 0
L -421.4968, -997.5083, -149.1172,  -421.5032, -1004.0760, -149.1172,  64, 64, 64
L -421.5032, -1004.0760, -149.1172,  -413.0393, -1004.0786, -149.1172,  64, 64, 64
L -413.0393, -1004.0786, -149.1172,  -413.0360, -997.4849, -149.1172,  64, 64, 64
L -413.0360, -997.4849, -149.1172,  -421.4968, -997.5083, -149.1172,  64, 64, 64
L -416.4205, -990.2380, -149.1172,  -423.2101, -990.2391, -149.1172,  64, 64, 64
L -423.2101, -990.2391, -149.1172,  -423.2094, -984.7764, -149.1172,  0, 0, 0
L -423.2094, -984.7764, -149.1172,  -418.8893, -984.7791, -149.1172,  0, 0, 0
L -418.8893, -984.7791, -149.1172,  -418.8895, -978.1863, -149.1172,  0, 0, 0
L -418.8895, -978.1863, -149.1172,  -421.5220, -978.1899, -149.1172,  0, 0, 0
L -421.5220, -978.1899, -149.1172,  -421.5216, -964.4349, -149.1172,  0, 0, 0
L -421.5216, -964.4349, -149.1172,  -418.8879, -964.3207, -149.1172,  0, 0, 0
L -418.8879, -964.3207, -149.1172,  -418.8893, -957.7886, -149.1172,  0, 0, 0
L -418.8893, -957.7886, -149.1172,  -423.2077, -957.7905, -149.1172,  0, 0, 0
L -423.2077, -957.7905, -149.1172,  -423.2092, -950.7253, -149.1172,  0, 0, 0
L -423.2092, -950.7253, -149.1172,  -414.7103, -950.7286, -149.1172,  0, 0, 0
L -414.7103, -950.7286, -149.1172,  -414.7121, -943.5421, -149.1172,  0, 0, 0
L -421.5000, -943.8597, -149.1172,  -413.0371, -943.4637, -149.1172,  64, 64, 64
L -413.0371, -943.4637, -149.1172,  -413.0385, -936.8849, -149.1173,  64, 64, 64
L -413.0385, -936.8849, -149.1172,  -421.5006, -936.8859, -149.1172,  64, 64, 64
L -421.5006, -936.8859, -149.1172,  -421.5000, -943.8597, -149.1171,  64, 64, 64
L -421.5004, -939.2393, -149.1171,  -429.0374, -939.2391, -149.1172,  0, 0, 0
L -429.0387, -943.4753, -149.1172,  -429.0367, -936.8837, -149.1172,  64, 64, 64
L -429.0367, -936.8837, -149.1172,  -437.4976, -936.8826, -149.1172,  64, 64, 64
L -437.4976, -936.8826, -149.1172,  -437.5027, -943.4715, -149.1172,  64, 64, 64
L -437.5027, -943.4715, -149.1172,  -429.0387, -943.4753, -149.1172,  64, 64, 64
L -434.0131, -943.4731, -149.1172,  -434.0130, -965.3133, -149.1172,  0, 0, 0
L -434.0130, -965.3133, -149.1172,  -541.5016, -965.3133, -147.5773,  0, 0, 0
L -450.2224, -965.3133, -147.5773,  -450.2246, -956.9171, -147.5770,  64, 64, 64
L -450.2238, -965.2496, -147.5780,  -450.2231, -959.4774, -147.5781,  64, 64, 64
L -450.2246, -956.9171, -147.5779,  -461.1781, -956.9143, -147.5778,  64, 64, 64
L -461.1781, -956.9143, -147.5784,  -461.1762, -965.2474, -147.5780,  64, 64, 64
L -510.2224, -965.3129, -147.5770,  -510.2203, -956.9135, -147.5782,  64, 64, 64
L -510.2203, -956.9135, -147.5785,  -521.1739, -956.9171, -147.5780,  64, 64, 64
L -521.1739, -956.9171, -147.5777,  -521.1746, -965.3137, -147.5771,  64, 64, 64
L -541.5016, -965.3133, -149.1172,  -541.5261, -894.7204, -149.1172,  0, 0, 0
L -541.5261, -894.7204, -149.1172,  -434.0132, -894.6511, -149.1172,  0, 0, 0
L -434.0132, -894.6511, -149.1172,  -434.0122, -916.4747, -149.1172,  0, 0, 0
L -429.0428, -916.4557, -149.1172,  -437.4986, -916.4880, -149.1172,  64, 64, 64
L -450.2235, -894.6691, -147.5780,  -450.2238, -903.1940, -147.5778,  64, 64, 64
L -450.2238, -903.1940, -147.5770,  -461.1771, -903.1943, -147.5779,  64, 64, 64
L -461.1771, -903.1943, -147.5773,  -461.1766, -894.6509, -147.5772,  64, 64, 64
L -510.2222, -894.6507, -147.5770,  -510.2218, -903.1938, -147.5780,  64, 64, 64
L -510.2218, -903.1938, -147.5769,  -521.1762, -903.1937, -147.5778,  64, 64, 64
L -521.1762, -903.1937, -147.5775,  -521.1743, -894.6511, -147.5770,  64, 64, 64
L -437.4986, -916.4880, -149.1172,  -437.5038, -923.0737, -149.1172,  64, 64, 64
L -437.5038, -923.0737, -149.1168,  -429.0359, -923.0737, -149.1172,  64, 64, 64
L -429.0359, -923.0737, -149.1172,  -429.0428, -916.4557, -149.1172,  64, 64, 64
L -429.0384, -920.7261, -149.1172,  -421.5003, -920.7515, -149.1172,  0, 0, 0
L -421.4966, -916.4974, -149.1172,  -421.5023, -923.0756, -149.1172,  64, 64, 64
L -421.5023, -923.0756, -149.1172,  -413.0387, -923.0768, -149.1172,  64, 64, 64
L -413.0387, -923.0768, -149.1172,  -413.0349, -916.4870, -149.1172,  64, 64, 64
L -413.0349, -916.4870, -149.1172,  -421.4966, -916.4974, -149.1171,  64, 64, 64
L -414.7119, -916.4891, -149.1171,  -414.7090, -909.2372, -149.1172,  0, 0, 0
L -414.7090, -909.2372, -149.1172,  -423.2104, -909.2392, -149.1171,  0, 0, 0
L -423.2104, -909.2392, -149.1171,  -423.2094, -898.5919, -149.1172,  0, 0, 0
L -423.2094, -898.5919, -149.1172,  -418.7397, -898.5948, -149.1172,  0, 0, 0
L -418.7397, -898.5948, -149.1172,  -418.7358, -892.0040, -149.1172,  0, 0, 0
L -418.7358, -892.0040, -149.1172,  -421.3318, -892.0057, -149.1172,  0, 0, 0
L -421.3318, -892.0057, -149.1172,  -421.3692, -878.1918, -149.1172,  0, 0, 0
L -421.3692, -878.1918, -149.1172,  -418.7355, -878.1944, -149.1172,  0, 0, 0
L -418.7355, -878.1944, -149.1172,  -418.7385, -871.6261, -149.1172,  0, 0, 0
L -418.7385, -871.6261, -149.1172,  -423.2096, -871.5646, -149.1172,  0, 0, 0
L -423.2096, -871.5646, -149.1172,  -423.2100, -836.1003, -149.1172,  0, 0, 0
L -423.2100, -836.1003, -149.1172,  -417.1606, -836.1031, -149.1172,  0, 0, 0
L -417.1606, -836.1031, -149.1172,  -417.1582, -822.4343, -149.1172,  0, 0, 0
L -417.1582, -822.4343, -149.1172,  -422.2097, -822.4410, -149.1172,  0, 0, 0
L -422.2097, -822.4410, -149.1172,  -422.2093, -800.2908, -149.1172,  0, 0, 0
L -422.2093, -800.2908, -149.1172,  -417.1236, -800.2923, -149.1172,  0, 0, 0
L -417.1236, -800.2923, -149.1172,  -417.1219, -786.6303, -149.1172,  0, 0, 0
L -417.1219, -786.6303, -149.1172,  -424.0294, -786.6338, -149.1172,  0, 0, 0
L -424.0294, -786.6338, -149.1172,  -424.0268, -780.6361, -149.1172,  0, 0, 0
L -424.0268, -780.6361, -149.1172,  -437.6915, -780.6325, -149.1172,  0, 0, 0
L -437.6915, -780.6325, -149.1172,  -437.6880, -785.2311, -149.1172,  0, 0, 0
L -437.6880, -785.2311, -149.1172,  -473.5425, -785.2309, -149.1172,  0, 0, 0
L -473.5425, -785.2309, -149.1172,  -473.5404, -777.7368, -149.1172,  0, 0, 0
L -473.5404, -777.7368, -149.1172,  -480.9653, -777.6862, -149.1172,  0, 0, 0
L -480.9653, -777.6862, -149.1172,  -480.9651, -765.8290, -149.1172,  0, 0, 0
L -480.9651, -765.8290, -149.1172,  -476.4957, -765.8312, -149.1172,  0, 0, 0
L -476.4957, -765.8312, -149.1172,  -476.4918, -752.1685, -149.1172,  0, 0, 0
L -476.4918, -752.1685, -149.1172,  -490.0984, -752.1664, -149.1172,  0, 0, 0
L 8.1693, -1204.7026, -223.4765,  13.6208, -1204.7021, -223.4764,  0, 0, 0
L 13.6208, -1204.7021, -223.4764,  13.6242, -1251.7463, -233.4241,  0, 0, 0
L 21.8529, -1251.7256, -233.4241,  8.1716, -1251.7600, -233.4241,  0, 0, 0
L 8.1716, -1251.7600, -233.4241,  8.1641, -1265.4211, -233.4241,  0, 0, 0
L 8.1641, -1265.4211, -233.4241,  21.8251, -1265.4229, -233.4241,  0, 0, 0
L 21.8251, -1265.4229, -233.4241,  21.8529, -1251.7256, -233.4240,  0, 0, 0
L 21.8406, -1257.7802, -233.4240,  68.1920, -1257.7795, -233.4241,  0, 0, 0
L 68.1920, -1257.7795, -233.4241,  88.6292, -1278.2059, -233.4241,  0, 0, 0
L 88.6292, -1278.2059, -233.4241,  88.6617, -1298.4210, -233.4260,  0, 0, 0
L 88.6617, -1298.4210, -233.4267,  109.8230, -1319.5421, -233.4243,  0, 0, 0
L 109.8230, -1319.5421, -233.4243,  109.8579, -1378.6910, -233.4244,  0, 0, 0
L 117.4322, -1378.6963, -233.4244,  103.7800, -1378.6868, -233.4243,  0, 0, 0
L 103.7800, -1378.6868, -233.4243,  103.7764, -1392.3496, -233.4243,  0, 0, 0
L 103.7764, -1392.3496, -233.4242,  117.4425, -1392.3521, -233.4241,  0, 0, 0
L 117.4425, -1392.3521, -233.4241,  117.4322, -1378.6963, -233.4240,  0, 0, 0
L 117.4384, -1386.9371, -233.4240,  120.6848, -1386.9373, -233.4240,  0, 0, 0
L 120.6898, -1379.4150, -233.4240,  120.6808, -1392.9584, -233.4240,  0, 0, 0
L 8.1693, -1204.7026, -223.3104,  8.1697, -1191.0371, -223.3104,  0, 0, 0
L 8.1697, -1191.0371, -223.3104,  13.6193, -1191.0437, -223.3104,  0, 0, 0
L 13.6193, -1191.0437, -223.3104,  13.6203, -1179.0078, -223.3104,  0, 0, 0
L 23.8893, -1179.0044, -223.3104,  9.1504, -1179.0093, -223.3104,  0, 0, 0
L 9.1504, -1179.0093, -223.3104,  9.1485, -1166.1155, -223.3028,  0, 0, 0
L 9.1485, -1166.1155, -223.3028,  23.8944, -1166.1163, -223.3028,  0, 0, 0
L 23.8944, -1166.1163, -223.3028,  23.8893, -1179.0044, -223.3027,  0, 0, 0
L 23.8916, -1173.1326, -223.3027,  35.2422, -1173.1331, -223.3028,  0, 0, 0
L 35.2422, -1173.1331, -223.3028,  35.2716, -1169.2557, -223.3028,  0, 0, 0
L 35.2716, -1169.2557, -223.3028,  40.1829, -1169.2550, -223.3018,  0, 0, 0
L 40.1829, -1169.2550, -223.3018,  40.1831, -1073.9415, -223.3028,  0, 0, 0
L 40.1831, -1073.9415, -223.3028,  32.4535, -1073.8907, -223.3028,  0, 0, 0
L 32.4535, -1073.8907, -223.3028,  32.4541, -1059.1582, -223.3028,  0, 0, 0
L 32.4541, -1059.1582, -223.3028,  45.3435, -1059.1533, -223.3028,  0, 0, 0
L 45.3435, -1059.1533, -223.3028,  45.3425, -1062.1993, -223.3027,  0, 0, 0
L 45.3425, -1062.1993, -223.3027,  73.6179, -1062.1997, -223.3027,  0, 0, 0
L 73.6179, -1062.1997, -223.3027,  73.6155, -1058.9780, -223.3028,  0, 0, 0
L 73.6155, -1058.9780, -223.3028,  86.5056, -1058.9733, -223.3028,  0, 0, 0
L 86.5056, -1058.9733, -223.3028,  86.5107, -1073.7216, -223.3028,  0, 0, 0
L 86.5107, -1073.7216, -223.3028,  78.0866, -1073.7184, -223.3027,  0, 0, 0
L 78.0866, -1073.7184, -223.3027,  78.0867, -1169.2546, -223.3018,  0, 0, 0
L 78.0867, -1169.2546, -223.3018,  83.0031, -1169.2551, -223.3028,  0, 0, 0
L 83.0031, -1169.2551, -223.3028,  83.0058, -1173.1327, -223.3018,  0, 0, 0
L 83.0058, -1173.1327, -223.3018,  151.9021, -1173.1329, -223.3028,  0, 0, 0
L 151.9021, -1173.1329, -223.3028,  151.9203, -1169.2671, -223.3028,  0, 0, 0
L 151.9203, -1169.2671, -223.3028,  156.8335, -1169.2433, -223.3027,  0, 0, 0
L 156.8335, -1169.2433, -223.3027,  156.8329, -987.4207, -223.3018,  0, 0, 0
L 156.8329, -987.4207, -223.3018,  151.9262, -987.4193, -223.3028,  0, 0, 0
L 151.9262, -987.4193, -223.3028,  151.8878, -983.4753, -223.3027,  0, 0, 0
L 151.8878, -983.4753, -223.3027,  83.0196, -983.4769, -223.3018,  0, 0, 0
L 83.0196, -983.4769, -223.3018,  83.0013, -987.4196, -223.3028,  0, 0, 0
L 83.0013, -987.4196, -223.3028,  78.0873, -987.4240, -223.3018,  0, 0, 0
L 78.0873, -987.4240, -223.3018,  78.0864, -1026.2874, -223.3028,  0, 0, 0
L 78.0864, -1026.2874, -223.3028,  86.5073, -1026.3130, -223.3028,  0, 0, 0
L 86.5073, -1026.3130, -223.3028,  86.5070, -1041.0504, -223.3028,  0, 0, 0
L 86.5070, -1041.0504, -223.3028,  73.6157, -1041.0503, -223.3028,  0, 0, 0
L 73.6157, -1041.0503, -223.3028,  73.6181, -1037.5425, -223.3027,  0, 0, 0
L 73.6181, -1037.5425, -223.3027,  45.3424, -1037.5430, -223.3027,  0, 0, 0
L 45.3424, -1037.5430, -223.3027,  45.3454, -1041.2299, -223.3028,  0, 0, 0
L 45.3454, -1041.2299, -223.3028,  32.4560, -1041.2307, -223.3028,  0, 0, 0
L 32.4560, -1041.2307, -223.3028,  32.4535, -1026.4891, -223.3028,  0, 0, 0
L 32.4535, -1026.4891, -223.3028,  40.1832, -1026.4894, -223.3027,  0, 0, 0
L 40.1832, -1026.4894, -223.3027,  40.1827, -987.4208, -223.3018,  0, 0, 0
L 40.1827, -987.4208, -223.3018,  35.2678, -987.4203, -223.3028,  0, 0, 0
L 35.2678, -987.4203, -223.3028,  35.2612, -983.5461, -223.3018,  0, 0, 0
L 35.2612, -983.5461, -223.3018,  23.9003, -983.5459, -223.3027,  0, 0, 0
L 23.9003, -983.5459, -223.3027,  23.9003, -989.7216, -223.3028,  0, 0, 0
L 23.9003, -989.7216, -223.3028,  9.1561, -989.7257, -223.3028,  0, 0, 0
L 9.1561, -989.7257, -223.3028,  9.1579, -976.8331, -223.3647,  0, 0, 0
L 477.5840, -909.7420, -149.1172,  477.5820, -896.1378, -149.1172,  64, 64, 64
L 477.5820, -896.1378, -149.1172,  491.1843, -896.1489, -149.1172,  64, 64, 64
L 482.0709, -896.1415, -149.1172,  482.0596, -884.2298, -149.1172,  0, 0, 0
L 482.0596, -884.2298, -149.1172,  474.8584, -884.2314, -149.1172,  0, 0, 0
L 474.8584, -884.2314, -149.1172,  474.8456, -876.6983, -149.1172,  0, 0, 0
L 474.8456, -876.6983, -149.1172,  439.7368, -876.6985, -149.1172,  0, 0, 0
L 439.7368, -876.6985, -149.1172,  439.7394, -881.3052, -149.1172,  0, 0, 0
L 439.7394, -881.3052, -149.1172,  426.0749, -881.3065, -149.1172,  0, 0, 0
L 426.0749, -881.3065, -149.1172,  426.0779, -876.6984, -149.1172,  0, 0, 0
L 426.0779, -876.6984, -149.1172,  423.2551, -876.6994, -149.1172,  0, 0, 0
L 423.2551, -876.6994, -149.1172,  423.2565, -874.0300, -149.1171,  0, 0, 0
L 423.2565, -874.0300, -149.1171,  418.1143, -874.0304, -149.1172,  0, 0, 0
L 418.1143, -874.0304, -149.1172,  418.1131, -860.3675, -149.1172,  0, 0, 0
L 418.1131, -860.3675, -149.1172,  423.2161, -860.3716, -149.1172,  0, 0, 0
L 423.2161, -860.3716, -149.1172,  423.2564, -837.8601, -149.1172,  0, 0, 0
L 423.2564, -837.8601, -149.1172,  418.1123, -837.8629, -149.1172,  0, 0, 0
L 418.1123, -837.8629, -149.1172,  418.1129, -824.1972, -149.1172,  0, 0, 0
L 418.1129, -824.1972, -149.1172,  423.2203, -824.2018, -149.1172,  0, 0, 0
L 423.2203, -824.2018, -149.1172,  423.2568, -802.4911, -149.1172,  0, 0, 0
L 423.2568, -802.4911, -149.1172,  418.1128, -802.4940, -149.1172,  0, 0, 0
L 418.1128, -802.4940, -149.1172,  418.1133, -788.8282, -149.1172,  0, 0, 0
L 418.1133, -788.8282, -149.1172,  423.2565, -788.8328, -149.1172,  0, 0, 0
L 423.2565, -788.8328, -149.1172,  423.2537, -785.2289, -149.1172,  0, 0, 0
L 423.2537, -785.2289, -149.1172,  426.6418, -785.2307, -149.1172,  0, 0, 0
L 426.6418, -785.2307, -149.1172,  426.6403, -780.6512, -149.1172,  0, 0, 0
L 426.6403, -780.6512, -149.1172,  440.3022, -780.6501, -149.1172,  0, 0, 0
L 440.3022, -780.6501, -149.1172,  440.3004, -785.2311, -149.1172,  0, 0, 0
L 440.3004, -785.2311, -149.1172,  474.3740, -785.1807, -149.1172,  0, 0, 0
L 474.3740, -785.1807, -149.1172,  474.3726, -777.5252, -149.1172,  0, 0, 0
L 474.3726, -777.5252, -149.1172,  482.0125, -777.5024, -149.1172,  0, 0, 0
L 482.0125, -777.5024, -149.1172,  482.0127, -765.8312, -149.1172,  0, 0, 0
L 491.2039, -765.8687, -149.1172,  477.5420, -765.8129, -149.1172,  64, 64, 64
L 477.5420, -765.8129, -149.1172,  477.5437, -752.1556, -149.1172,  64, 64, 64
L 477.5437, -752.1556, -149.1172,  491.2044, -752.1530, -149.1172,  64, 64, 64
L 491.2044, -752.1530, -149.1172,  491.2039, -765.8687, -149.1172,  64, 64, 64
L 491.2042, -758.2567, -149.1172,  509.3046, -758.2558, -149.1172,  0, 0, 0
L 509.3046, -758.2558, -148.3676,  509.3056, -781.3955, -134.6806,  0, 0, 240
L 509.3056, -781.3955, -134.6806,  509.3044, -803.8757, -134.6811,  0, 0, 240
L 509.3044, -803.8757, -134.6811,  536.8812, -803.8748, -134.3397,  0, 0, 240
L 536.8812, -803.8748, -134.3397,  560.7894, -803.8742, -113.0426,  0, 0, 240
L 560.7894, -803.8742, -113.0426,  598.8019, -803.8759, -113.0428,  0, 0, 240
L 598.8019, -803.8759, -113.0428,  598.8152, -779.9974, -112.5214,  0, 0, 240
L 598.8152, -779.9974, -112.5214,  598.8141, -757.6386, -96.3105,  0, 0, 240
L 598.8141, -757.6386, -96.3105,  598.8015, -740.7426, -96.3105,  0, 0, 240
L 527.3164, -740.7449, -149.1172,  535.8181, -740.7430, -149.1172,  0, 0, 0
L 535.8181, -740.7430, -149.1172,  535.8156, -758.2318, -149.1172,  0, 0, 0
L 535.8156, -758.2318, -149.1172,  535.8180, -781.3635, -135.0388,  0, 0, 240
L 535.8180, -781.3635, -134.4410,  560.7780, -781.3655, -113.0428,  0, 0, 240
L 560.7780, -781.3655, -113.0428,  573.3035, -781.3662, -113.0428,  0, 0, 240
L 573.3035, -781.3662, -110.7705,  573.3090, -762.7339, -99.1621,  0, 0, 240
L 527.3164, -740.7449, -149.1172,  527.3201, -733.4930, -149.1172,  0, 0, 0
L 527.3201, -733.4930, -149.1172,  525.6451, -733.4952, -149.1172,  0, 0, 0
L 525.6451, -733.4952, -149.1172,  525.6434, -726.9061, -149.1172,  0, 0, 0
L 525.6434, -726.9061, -149.1172,  534.1103, -726.9045, -149.1172,  0, 0, 0
L 534.1103, -726.9045, -149.1172,  534.1088, -729.2564, -149.1172,  0, 0, 0
L 534.1088, -729.2564, -149.1172,  541.6465, -729.2565, -149.1172,  0, 0, 0
L 541.6465, -729.2565, -149.1172,  541.6455, -726.9072, -149.1172,  0, 0, 0
L 541.6455, -726.9072, -149.1172,  550.1071, -726.9069, -149.1171,  0, 0, 0
L 550.1071, -726.9069, -149.1172,  550.1110, -733.4958, -149.1172,  0, 0, 0
L 550.1110, -733.4958, -149.1172,  546.6206, -733.4958, -149.1172,  0, 0, 0
L 546.6206, -733.4958, -149.1172,  546.6202, -755.3211, -149.1172,  0, 0, 0
L 546.6202, -755.3211, -149.1172,  654.1169, -755.3842, -147.6634,  0, 0, 0
L 562.9308, -755.3307, -147.6634,  562.9300, -746.8173, -147.6644,  64, 64, 64
L 562.9300, -746.8173, -147.6641,  573.8821, -746.8177, -147.6642,  64, 64, 64
L 573.8821, -746.8177, -147.6633,  573.8844, -755.3285, -147.6636,  64, 64, 64
L 622.9279, -755.3315, -147.6637,  622.9294, -746.8186, -147.6643,  64, 64, 64
L 622.9294, -746.8186, -147.6632,  633.8845, -746.8176, -147.6637,  64, 64, 64
L 633.8845, -746.8176, -147.6641,  633.8826, -755.3318, -147.6637,  64, 64, 64
L 654.1169, -755.3842, -149.1172,  654.1344, -684.6691, -149.1172,  0, 0, 0
L 633.8831, -693.0949, -147.6632,  622.9286, -693.0964, -147.6640,  64, 64, 64
L 622.9286, -693.0964, -147.6644,  622.9274, -684.6688, -147.6637,  64, 64, 64
L 573.8834, -684.6687, -147.6634,  573.8840, -693.0966, -147.6644,  64, 64, 64
L 573.8840, -693.0966, -147.6644,  562.9305, -693.0945, -147.6633,  64, 64, 64
L 562.9305, -693.0945, -147.6643,  562.9303, -684.6688, -147.6635,  64, 64, 64
L 654.1344, -684.6691, -147.6635,  546.6207, -684.6687, -149.1171,  0, 0, 0
L 546.6207, -684.6687, -149.1171,  546.6338, -706.5094, -149.1172,  0, 0, 0
L 546.6338, -706.5094, -149.1172,  550.1072, -706.5058, -149.1172,  0, 0, 0
L 550.1072, -706.5058, -149.1172,  550.1113, -713.0959, -149.1172,  0, 0, 0
L 550.1113, -713.0959, -149.1172,  541.6434, -713.0974, -149.1172,  0, 0, 0
L 541.6434, -713.0974, -149.1172,  541.6284, -710.7426, -149.1172,  0, 0, 0
L 541.6284, -710.7426, -149.1172,  534.1082, -710.7427, -149.1171,  0, 0, 0
L 534.1099, -713.0936, -149.1172,  534.1083, -710.7427, -149.1171,  0, 0, 0
L 534.1099, -713.0936, -149.1172,  525.6471, -713.0944, -149.1172,  0, 0, 0
L 525.6471, -713.0944, -149.1172,  525.6452, -706.5004, -149.1172,  0, 0, 0
L 525.6452, -706.5004, -149.1172,  527.3196, -706.5064, -149.1172,  0, 0, 0
L 527.3196, -706.5064, -149.1172,  527.3149, -699.2520, -149.1172,  0, 0, 0
L 527.3149, -699.2520, -149.1172,  535.7830, -699.2562, -149.1172,  0, 0, 0
L 535.7830, -699.2562, -149.1172,  535.8176, -697.4142, -149.1172,  0, 0, 0
L 535.8176, -697.4142, -149.1172,  530.1632, -697.3790, -149.1172,  0, 0, 0
L 530.1632, -697.3790, -149.1172,  530.1603, -690.7934, -149.1172,  0, 0, 0
L 530.1603, -690.7934, -149.1172,  532.7938, -690.8005, -149.1171,  0, 0, 0
L 532.7938, -690.8005, -149.1171,  532.7927, -676.9868, -149.1172,  0, 0, 0
L 532.7927, -676.9868, -149.1172,  530.1645, -676.9874, -149.1172,  0, 0, 0
L 530.1645, -676.9874, -149.1172,  530.1588, -670.3975, -149.1172,  0, 0, 0
L 530.1588, -670.3975, -149.1172,  535.7875, -670.4005, -149.1172,  0, 0, 0
L 535.7875, -670.4005, -149.1172,  535.8182, -659.7429, -149.1171,  0, 0, 0
L 535.8182, -659.7429, -149.1171,  527.3182, -659.7454, -149.1172,  0, 0, 0
L 527.3182, -659.7454, -149.1172,  527.3202, -652.4930, -149.1172,  0, 0, 0
L 527.3202, -652.4930, -149.1172,  525.6461, -652.4947, -149.1172,  0, 0, 0
L 525.6461, -652.4947, -149.1172,  525.6454, -645.9023, -149.1172,  0, 0, 0
L 525.6454, -645.9023, -149.1172,  534.1108, -645.9046, -149.1172,  0, 0, 0
L 534.1108, -645.9046, -149.1172,  534.1085, -648.2559, -149.1172,  0, 0, 0
L 534.1085, -648.2559, -149.1172,  541.6470, -648.2495, -149.1172,  0, 0, 0
L 541.6470, -648.2495, -149.1172,  541.6432, -645.9088, -149.1172,  0, 0, 0
L 541.6432, -645.9088, -149.1172,  550.1076, -645.9070, -149.1172,  0, 0, 0
L 550.1076, -645.9070, -149.1172,  550.1096, -652.4904, -149.1172,  0, 0, 0
L 550.1096, -652.4904, -149.1172,  546.6207, -652.5353, -149.1172,  0, 0, 0
L 546.6207, -652.5353, -149.1172,  546.6207, -674.3311, -149.1171,  0, 0, 0
L 546.6207, -674.3311, -149.1171,  654.1273, -674.3230, -147.6637,  0, 0, 0
L 562.9290, -674.3298, -147.6637,  562.9307, -665.9391, -147.6644,  64, 64, 64
L 562.9307, -665.9391, -147.6641,  573.8818, -665.9370, -147.6644,  64, 64, 64
L 573.8818, -665.9370, -147.6631,  573.8831, -674.3311, -147.6633,  64, 64, 64
L 622.9296, -674.3221, -147.6642,  622.9267, -665.9394, -147.6647,  64, 64, 64
L 622.9267, -665.9394, -147.6632,  633.8826, -665.9376, -147.6644,  64, 64, 64
L 633.8826, -665.9376, -147.6644,  633.8815, -674.3310, -147.6633,  64, 64, 64
L 654.1273, -674.3230, -149.1172,  654.1304, -603.6683, -149.1172,  0, 0, 0
L 654.1304, -603.6683, -149.1172,  546.6201, -603.6708, -147.6683,  0, 0, 0
L 633.9031, -603.6688, -147.6683,  633.8780, -612.2151, -147.6643,  64, 64, 64
L 633.8780, -612.2151, -147.6640,  622.9297, -612.2156, -147.6642,  64, 64, 64
L 622.9297, -612.2156, -147.6635,  622.9274, -603.6711, -147.6638,  64, 64, 64
L 573.8830, -603.6691, -147.6633,  573.8832, -612.2166, -147.6634,  64, 64, 64
L 573.8832, -612.2166, -147.6635,  562.9299, -612.2166, -147.6644,  64, 64, 64
L 562.9299, -612.2166, -147.6635,  562.9303, -603.7207, -147.6644,  64, 64, 64
L 546.6201, -603.6708, -149.1172,  546.6208, -625.5090, -149.1172,  0, 0, 0
L 546.6208, -625.5090, -149.1172,  550.1085, -625.5056, -149.1172,  0, 0, 0
L 550.1085, -625.5056, -149.1172,  550.1089, -632.0963, -149.1172,  0, 0, 0
L 550.1089, -632.0963, -149.1171,  541.6431, -632.0965, -149.1172,  0, 0, 0
L 541.6431, -632.0965, -149.1172,  541.6468, -629.7426, -149.1171,  0, 0, 0
L 541.6468, -629.7426, -149.1171,  534.1081, -629.7429, -149.1171,  0, 0, 0
L 534.1081, -629.7429, -149.1171,  534.1100, -632.0930, -149.1172,  0, 0, 0
L 534.1100, -632.0930, -149.1172,  525.6471, -632.0951, -149.1172,  0, 0, 0
L 525.6471, -632.0951, -149.1172,  525.6423, -625.5028, -149.1172,  0, 0, 0
L 525.6423, -625.5028, -149.1172,  527.3201, -625.5059, -149.1172,  0, 0, 0
L 527.3201, -625.5059, -149.1172,  527.3173, -618.2555, -149.1172,  0, 0, 0
L 527.3173, -618.2555, -149.1172,  535.8185, -618.2562, -149.1171,  0, 0, 0
L 535.8185, -618.2562, -149.1171,  535.8180, -597.6781, -149.1172,  0, 0, 0
L 531.1932, -597.6573, -149.1172,  535.8182, -597.6548, -149.1171,  0, 0, 0
L 531.1932, -597.6573, -149.1172,  531.1881, -591.0650, -149.1172,  0, 0, 0
L 531.1881, -591.0650, -149.1172,  533.8224, -591.0682, -149.1172,  0, 0, 0
L 533.8224, -591.0682, -149.1172,  533.8229, -577.2733, -149.1172,  0, 0, 0
L 533.8229, -577.2733, -149.1172,  531.1926, -577.2417, -149.1172,  0, 0, 0
L 531.1926, -577.2417, -149.1172,  531.1883, -570.6664, -149.1172,  0, 0, 0
L 531.1883, -570.6664, -149.1172,  535.8176, -570.6683, -149.1172,  0, 0, 0
